Solution 1,Cluster 1,Solution 2,Cluster 2,Disjoint Genes
12,3,22,2,"{'MYB68', 'GPX1', 'UBQ4', 'SEH', 'AAS', 'HCHIB', 'GRF7', 'CCR1', 'EXO70A3', 'AIM1', 'LOX1', 'ER', 'OXR2', 'AT5G06940', 'AT-P4H-1', 'PLC8', 'AT2G35790', 'TGG1', 'ARAB-1', 'AIG1', 'URE', 'PR4', 'ICK1', 'ACS2', 'FAD2', 'PR1'}"
12,3,23,1,"{'RBCS1B', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'PLL16', 'GRF7', 'ER', 'AT5G06940', 'AO1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'AT4G16610', 'URE', 'PETE1', 'PR1'}"
12,3,25,2,"{'GPX1', 'UBQ4', 'AAS', 'PLL16', 'GRF7', 'ER', 'AT5G06940', 'AO1', 'LHB1B2', 'AT-P4H-1', 'PLC8', 'TGG2', 'TBL9', 'TGG1', 'ADA1A', 'AIG1', 'AT4G16610', 'URE', 'ACS2', 'PETE1', 'PR1'}"
13,3,14,0,"{'AT-P4H-1', 'TGG2', 'TBL9', 'AIG1', 'AT4G16610', 'PR4', 'PETE1', 'ER', 'PDF1.2', 'AT5G06940', 'AO1'}"
13,3,15,1,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'CYP71B6', 'AIM1', 'LOX1', 'ICK1', 'AO1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'ARAB-1', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'ABCC2', 'PDF1.2', 'PR1'}"
13,3,17,2,"{'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'TCH4', 'AT5G06940', 'OXR2', 'NDR1', 'AO1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'MEKK1', 'URE', 'FAD2', 'PR4', 'ACS2', 'PDF1.2', 'PR1'}"
13,3,19,3,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'GRF7', 'AT5G06940', 'AO1', 'AT-P4H-1', 'PLC8', 'TGG1', 'ADA1A', 'AT4G16610', 'URE', 'FAD2', 'PR4', 'PETE1', 'PDF1.2', 'PR1'}"
13,3,21,3,"{'GPX1', 'UBQ4', 'AAS', 'FSD1', 'MPK3', 'PME1', 'OXR2', 'AT5G06940', 'AO1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'BGL2', 'URE', 'FAD2', 'PR4', 'ACS2', 'PDF1.2', 'PR1'}"
13,3,22,2,"{'SEH', 'HCHIB', 'CCR1', 'EXO70A3', 'AIM1', 'LOX1', 'ER', 'OXR2', 'AO1', 'LHB1B2', 'AT2G35790', 'TBL9', 'ADA1A', 'ARAB-1', 'AIG1', 'AT4G16610', 'ICK1', 'PETE1', 'PDF1.2'}"
13,3,24,1,"{'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'OXR2', 'AT5G06940', 'TCH4', 'NDR1', 'AO1', 'PLC8', 'PR5', 'TGG1', 'ADA1A', 'AIG1', 'MEKK1', 'URE', 'FAD2', 'PR4', 'ACS2', 'PDF1.2', 'PR1'}"
13,2,25,2,"{'cPGK2', 'GER2', 'GRF7', 'CCR1', 'NIT2', 'ELI3-1', 'APX1', 'AT2G35790', 'PLDALPHA1', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'AT4G16610', 'PKT3', 'ROF1', 'ICK1', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'GPX2', 'PRK', 'CYP71B6', 'HPL1', 'VEP1', 'AIM1', 'NIA2', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'RNS1', 'ARAB-1', 'DHS1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'WIN2'}"
14,0,15,1,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'CYP71B6', 'AIM1', 'LOX1', 'ER', 'ICK1', 'AT5G06940', 'AT-P4H-1', 'AT2G35790', 'TGG2', 'PLDALPHA1', 'ARAB-1', 'AIG1', 'PKT3', 'ACX2', 'ABCC2', 'PETE1', 'PR1'}"
14,0,16,2,"{'AT-P4H-1', 'AIG1', 'NDPK1', 'AT4G16610', 'PLL16', 'HCHIB', 'PR4', 'NIT2', 'CCR1', 'LOX1', 'AT5G06940', 'PLDBETA1'}"
14,0,17,2,"{'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'ER', 'TCH4', 'OXR2', 'NDR1', 'AT-P4H-1', 'PR5', 'TGG2', 'TBL9', 'PLC8', 'TGG1', 'ADA1A', 'AT4G16610', 'MEKK1', 'URE', 'FAD2', 'ACS2', 'PETE1', 'PR1'}"
14,0,18,3,"{'TCH3', 'GPX1', 'UBQ4', 'AAS', 'MPK3', 'TCH2', 'ER', 'OXR2', 'NDR1', 'AT-P4H-1', 'PLC8', 'TGG2', 'TBL9', 'TGG1', 'ADA1A', 'AT4G16610', 'FAD2', 'PR4', 'ACS2', 'PETE1', 'PR1'}"
14,0,21,3,"{'GPX1', 'UBQ4', 'AAS', 'FSD1', 'MPK3', 'PME1', 'ER', 'OXR2', 'AT-P4H-1', 'PR5', 'TGG2', 'TBL9', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'BGL2', 'AT4G16610', 'URE', 'FAD2', 'ACS2', 'PETE1', 'PR1'}"
14,0,23,3,"{'AT-P4H-1', 'TGG2', 'TBL9', 'PDF1.2', 'AIG1', 'AT4G16610', 'PR4', 'ER', 'PETE1', 'AT5G06940', 'AO1'}"
14,0,24,1,"{'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'ER', 'OXR2', 'TCH4', 'NDR1', 'AT-P4H-1', 'PLC8', 'TGG2', 'TBL9', 'PR5', 'TGG1', 'ADA1A', 'AT4G16610', 'MEKK1', 'URE', 'FAD2', 'ACS2', 'PETE1', 'PR1'}"
14,1,25,2,"{'MYB68', 'cPGK2', 'GER2', 'GRF7', 'CCR1', 'NIT2', 'EXO70A3', 'PLDALPHA1', 'AT2G35790', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'PKT3', 'ROF1', 'ICK1', 'UGT88A1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'SEH', 'HOG1', 'CYP71B6', 'AIM1', 'NIA2', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'RNS1', 'ARAB-1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'WIN2'}"
15,1,16,2,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'PLL16', 'CYP71B6', 'HCHIB', 'AIM1', 'NIT2', 'CCR1', 'ER', 'ICK1', 'PLDBETA1', 'AT2G35790', 'TGG2', 'PLDALPHA1', 'ARAB-1', 'NDPK1', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'ABCC2', 'PETE1', 'PR1'}"
15,1,17,2,"{'MYB68', 'FPS1', 'TCH3', 'GPX1', 'FSD1', 'PRK', 'MPK3', 'CYP71B6', 'TCH2', 'PME1', 'AIM1', 'EXO70A3', 'LOX1', 'TUB9', 'ICK1', 'AT5G06940', 'TCH4', 'NDR1', 'OXR2', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'PR5', 'ARAB-1', 'AIG1', 'PLC8', 'TGG1', 'ADA1A', 'AT4G16610', 'MEKK1', 'PKT3', 'URE', 'ACX2', 'ABCC2', 'ACS2', 'FAD2'}"
15,1,18,3,"{'MYB68', 'TCH3', 'AAS', 'PRK', 'MPK3', 'CYP71B6', 'TCH2', 'AIM1', 'LOX1', 'ICK1', 'OXR2', 'AT5G06940', 'NDR1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'PLC8', 'ARAB-1', 'AIG1', 'TGG1', 'ADA1A', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'ABCC2', 'ACS2', 'FAD2'}"
15,1,20,2,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'CYP71B6', 'AIM1', 'EXO70A3', 'LOX1', 'ER', 'AT5G06940', 'NDR1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'ACX2', 'ARAB-1', 'AIG1', 'ADA1A', 'AT4G16610', 'PKT3', 'PR4', 'ICK1', 'ABCC2', 'PDF1.2', 'PR1'}"
15,1,23,3,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'CYP71B6', 'AIM1', 'LOX1', 'ICK1', 'AO1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'ARAB-1', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'ABCC2', 'PDF1.2', 'PR1'}"
15,1,24,1,"{'MYB68', 'FPS1', 'TCH3', 'GPX1', 'FSD1', 'PRK', 'MPK3', 'CYP71B6', 'TCH2', 'PME1', 'AIM1', 'EXO70A3', 'LOX1', 'TUB9', 'ICK1', 'AT5G06940', 'OXR2', 'NDR1', 'TCH4', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'PLC8', 'ARAB-1', 'AIG1', 'PR5', 'TGG1', 'ADA1A', 'AT4G16610', 'MEKK1', 'PKT3', 'URE', 'ACX2', 'ABCC2', 'ACS2', 'FAD2'}"
15,1,25,2,"{'GPX1', 'UBQ4', 'PRK', 'PLL16', 'CYP71B6', 'AIM1', 'LOX1', 'ER', 'ICK1', 'AO1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'TGG2', 'ARAB-1', 'AIG1', 'AT4G16610', 'PKT3', 'ACX2', 'ABCC2', 'FAD2', 'PR1'}"
16,2,17,2,"{'TCH3', 'FSD1', 'MPK3', 'TCH2', 'CCR1', 'NIT2', 'EXO70A3', 'TUB9', 'ER', 'AT5G06940', 'NDR1', 'TGG2', 'TBL9', 'MEKK1', 'URE', 'PR4', 'FPS1', 'UBQ4', 'HCHIB', 'PLL16', 'PME1', 'LOX1', 'TCH4', 'OXR2', 'PLDBETA1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'NDPK1', 'FAD2', 'ACS2', 'PETE1', 'PR1'}"
16,2,18,3,"{'TCH3', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'MPK3', 'PLL16', 'TCH2', 'CCR1', 'NIT2', 'LOX1', 'ER', 'OXR2', 'AT5G06940', 'PLDBETA1', 'NDR1', 'PLC8', 'TGG2', 'TBL9', 'TGG1', 'ADA1A', 'AIG1', 'NDPK1', 'FAD2', 'ACS2', 'PETE1', 'PR1'}"
16,2,19,3,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'PLL16', 'GRF7', 'CCR1', 'NIT2', 'LOX1', 'ER', 'AT5G06940', 'PLDBETA1', 'AT-P4H-1', 'PLC8', 'TGG2', 'TBL9', 'TGG1', 'ADA1A', 'NDPK1', 'AT4G16610', 'URE', 'PR4', 'FAD2', 'PR1'}"
16,2,20,2,"{'NDR1', 'TGG2', 'TBL9', 'ADA1A', 'PDF1.2', 'AIG1', 'NDPK1', 'HCHIB', 'PLL16', 'CCR1', 'NIT2', 'EXO70A3', 'LOX1', 'PETE1', 'AT5G06940', 'PLDBETA1'}"
16,2,21,3,"{'GPX1', 'UBQ4', 'AAS', 'FSD1', 'HCHIB', 'MPK3', 'PLL16', 'PME1', 'CCR1', 'NIT2', 'LOX1', 'ER', 'OXR2', 'AT5G06940', 'PLDBETA1', 'PR5', 'TGG2', 'TBL9', 'PLC8', 'TGG1', 'ADA1A', 'NDPK1', 'BGL2', 'URE', 'PR4', 'FAD2', 'ACS2', 'PETE1', 'PR1'}"
16,0,24,1,"{'RBCS1B', 'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'ER', 'OXR2', 'AT5G06940', 'TCH4', 'NDR1', 'LHB1B2', 'AO1', 'AT-P4H-1', 'PLC8', 'TGG2', 'PR5', 'TGG1', 'ADA1A', 'MEKK1', 'URE', 'PDF1.2', 'PR1'}"
16,3,25,2,"{'GER2', 'GRF7', 'APX1', 'ELI3-1', 'PLDALPHA1', 'AT2G35790', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'AT4G16610', 'TT4', 'PKT3', 'ROF1', 'ICK1', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'GPX2', 'PRK', 'CYP71B6', 'VEP1', 'WIN2', 'AIM1', 'NIA2', 'CAD9', 'RNS2', 'AT3G15350', 'ARAB-1', 'DHS1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'RNS1'}"
17,2,22,2,"{'FPS1', 'TCH3', 'UBQ4', 'SEH', 'FSD1', 'MPK3', 'HCHIB', 'TCH2', 'PME1', 'CCR1', 'AIM1', 'LOX1', 'TUB9', 'ER', 'TCH4', 'AT5G06940', 'NDR1', 'LHB1B2', 'PR5', 'PLC8', 'TGG1', 'AT2G35790', 'TBL9', 'ARAB-1', 'MEKK1', 'AT4G16610', 'URE', 'PR4', 'FAD2', 'ICK1', 'ACS2', 'PETE1', 'PR1'}"
17,2,23,3,"{'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'TCH4', 'AT5G06940', 'OXR2', 'NDR1', 'AO1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'MEKK1', 'URE', 'FAD2', 'PR4', 'ACS2', 'PDF1.2', 'PR1'}"
17,2,25,2,"{'MYB68', 'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'PLL16', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'ER', 'OXR2', 'AT5G06940', 'TCH4', 'NDR1', 'AO1', 'PR5', 'TGG2', 'PLC8', 'TGG1', 'ADA1A', 'MEKK1', 'URE', 'ACS2', 'PR1'}"
18,3,22,0,"{'RBCS1B', 'TCH3', 'GPX1', 'UBQ4', 'AAS', 'MPK3', 'PLL16', 'TCH2', 'ER', 'OXR2', 'AO1', 'NDR1', 'AT-P4H-1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'PER64', 'PR4', 'PDF1.2', 'PR1'}"
18,2,25,2,"{'cPGK2', 'GER2', 'FSD1', 'GRF7', 'CCR1', 'NIT2', 'APX1', 'ELI3-1', 'PLDALPHA1', 'AT2G35790', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'AT4G16610', 'TT4', 'PKT3', 'ROF1', 'ICK1', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SEH', 'GPX2', 'PRK', 'CYP71B6', 'VEP1', 'WIN2', 'CHIA', 'HMG1', 'NIA2', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'ARAB-1', 'AIG1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'ATOZI1', 'RNS1'}"
19,3,22,2,"{'MYB68', 'GPX1', 'UBQ4', 'SEH', 'AAS', 'HCHIB', 'GRF7', 'CCR1', 'EXO70A3', 'AIM1', 'LOX1', 'ER', 'OXR2', 'AT5G06940', 'LHB1B2', 'AT-P4H-1', 'PLC8', 'AT2G35790', 'TGG1', 'TBL9', 'ARAB-1', 'AIG1', 'URE', 'PR4', 'ICK1', 'FAD2', 'PR1'}"
19,3,23,3,"{'MYB68', 'AT-P4H-1', 'PLC8', 'GPX1', 'UBQ4', 'TGG1', 'ADA1A', 'PDF1.2', 'AAS', 'AT4G16610', 'GRF7', 'URE', 'FAD2', 'PR4', 'PR1', 'PETE1', 'AT5G06940', 'AO1'}"
19,3,25,2,"{'GPX1', 'UBQ4', 'AAS', 'PLL16', 'GRF7', 'ER', 'AT5G06940', 'AO1', 'AT-P4H-1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'AT4G16610', 'URE', 'PETE1', 'PR1'}"
20,2,21,3,"{'GPX1', 'UBQ4', 'AAS', 'FSD1', 'MPK3', 'PME1', 'EXO70A3', 'ER', 'OXR2', 'NDR1', 'PR5', 'PLC8', 'TGG1', 'PDF1.2', 'AIG1', 'BGL2', 'URE', 'PR4', 'ACS2', 'FAD2', 'PR1'}"
20,2,25,2,"{'NDR1', 'MYB68', 'TGG2', 'ADA1A', 'PDF1.2', 'PLL16', 'PR4', 'EXO70A3', 'FAD2', 'AT5G06940', 'AO1'}"
21,3,22,0,"{'RBCS1B', 'GPX1', 'UBQ4', 'AAS', 'FSD1', 'MPK3', 'PLL16', 'PME1', 'ER', 'OXR2', 'AO1', 'AT-P4H-1', 'PR5', 'TGG2', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'PER64', 'BGL2', 'URE', 'PDF1.2', 'PR1'}"
21,3,23,3,"{'GPX1', 'UBQ4', 'AAS', 'FSD1', 'MPK3', 'PME1', 'OXR2', 'AT5G06940', 'AO1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'BGL2', 'URE', 'FAD2', 'PR4', 'ACS2', 'PDF1.2', 'PR1'}"
21,0,25,2,"{'cPGK2', 'GER2', 'GRF7', 'CCR1', 'NIT2', 'ELI3-1', 'APX1', 'AT2G35790', 'PLDALPHA1', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'AT4G16610', 'PKT3', 'ROF1', 'ICK1', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SEH', 'GPX2', 'PRK', 'CYP71B6', 'HPL1', 'VEP1', 'AIM1', 'NIA2', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'RNS1', 'ARAB-1', 'DHS1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'WIN2'}"
22,2,23,3,"{'SEH', 'HCHIB', 'CCR1', 'EXO70A3', 'AIM1', 'LOX1', 'ER', 'OXR2', 'AO1', 'LHB1B2', 'AT2G35790', 'TBL9', 'ADA1A', 'ARAB-1', 'AIG1', 'PDF1.2', 'AT4G16610', 'ICK1', 'PETE1'}"
22,0,24,1,"{'RBCS1B', 'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'PLL16', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'ER', 'OXR2', 'TCH4', 'AO1', 'NDR1', 'AT-P4H-1', 'PLC8', 'TGG2', 'PR5', 'TGG1', 'ADA1A', 'PER64', 'MEKK1', 'URE', 'PDF1.2', 'PR1'}"
22,1,25,2,"{'cPGK2', 'GER2', 'GRF7', 'NIT2', 'APX1', 'ELI3-1', 'PLDALPHA1', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'PKT3', 'ROF1', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SAM-2', 'GPX1', 'GPX2', 'HOG1', 'CYP71B6', 'VEP1', 'WIN2', 'CHIA', 'HMG1', 'NIA2', 'CAD9', 'PLDBETA1', 'RNS2', 'HSC70-1', 'AT3G15350', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'PLC1', 'RNS1'}"
23,3,24,1,"{'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'OXR2', 'AT5G06940', 'TCH4', 'NDR1', 'AO1', 'PLC8', 'PR5', 'TGG1', 'ADA1A', 'AIG1', 'MEKK1', 'URE', 'FAD2', 'PR4', 'ACS2', 'PDF1.2', 'PR1'}"
23,2,25,2,"{'MYB68', 'cPGK2', 'GER2', 'GRF7', 'CCR1', 'NIT2', 'ELI3-1', 'APX1', 'AT2G35790', 'PLDALPHA1', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'AT4G16610', 'PKT3', 'ROF1', 'ICK1', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'GPX2', 'PRK', 'CYP71B6', 'VEP1', 'WIN2', 'AIM1', 'NIA2', 'HMG1', 'LOX1', 'CAD9', 'PLDBETA1', 'AO1', 'RNS2', 'AT3G15350', 'ARAB-1', 'DHS1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'PETE1', 'RNS1'}"
24,2,25,2,"{'MYB68', 'GER2', 'GRF7', 'NIT2', 'APX1', 'ELI3-1', 'AT2G35790', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'PKT3', 'ROF1', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'GPX2', 'PRK', 'CYP71B6', 'CHIA', 'HMG1', 'NIA2', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'ARAB-1', 'AIG1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'WIN2'}"
